9429737,45
4579534,72
7319494,46
9822278,65
8001599,57
7000568,47
6595531,74
1422182,67
9799097,67
6073117,92
9079485,40
1741859,70
5818211,83
9645096,73
7674584,58
3216143,80
6906639,90
9997127,90
3419455,70
4106953,80
3602690,90
4614278,81
8232174,37
5095014,50
1686900,65
9176513,30
4188541,88
8773398,83
8829533,90
7308626,71
4837551,75
6173037,48
4075857,38
9167433,78
3455468,44
7789374,59
2501550,49
6112284,88
3072292,35
8375979,86
1873991,70
3519252,92
4383312,35
9725724,43
7421764,65
7832185,33
7826902,50
4579557,52
6841134,87
7969807,51
3494283,47
5147992,78
8852845,84
1247650,75
5412309,58
4942763,97
7224808,98
2227790,66
6916496,90
8531688,84
9033198,86
5928364,63
5443533,92
2021336,73
7065865,87
4632993,65
7863300,50
7101373,73
5879291,43
6985033,69
9958802,68
3237713,49
6393505,61
9355247,88
4918662,84
4014863,66
9634448,71
1006924,93
3642684,70
1369437,51
1971525,72
4786750,61
3646327,87
6512942,71
1353013,57
8576281,79
6312140,58
9366794,71
9048012,75
7276585,58
2965899,98
1010468,77
2738765,35
2805665,59
9226346,53
6428710,94
3341612,77
6302787,79
1173272,67
3258083,78
2970827,92
7494315,67
7418093,82
4132765,57
2566890,58
7786700,43
2982716,71
6548983,66
5682462,59
9657477,71
2068853,56
3759259,32
4625141,56
7754156,51
7293795,68
3383037,82
8721021,58
3234550,61
6270367,80
9855368,72
1280806,51
2152238,31
6760074,92
6265594,51
8875804,83
7511659,61
4455319,73
5611726,82
2799295,80
8060051,96
7847752,56
7725404,60
2543854,33
7576770,94
2376789,56
9751463,65
4215399,63
8974673,38
5876850,53
2265568,83
8800787,80
7295238,78
2793677,55
8749228,93
2463776,74
2386235,61
1268959,35
8818315,51
8535983,63
6865665,89
2327680,86
8706122,41
4168910,92
8954355,99
9774432,60
1070726,72
7605841,78
6128306,34
8663147,87
9026381,64
2889180,76
9406782,48
1168778,90
2163210,30
8047309,91
5865745,77
6245004,59
1978267,57
9071342,61
7225915,58
6627297,53
9034335,41
1384426,63
9485856,80
3194798,77
6032810,73
2703172,62
4944740,56
9407998,81
9158824,44
6606136,63
3852972,75
7255200,30
7382920,61
8064338,61
9845216,93
8720188,42
1410261,56
3948433,94
4856773,79
4919001,77
5360520,71
5534965,75
4604507,46
4047290,86
7985723,91
5954361,53
3606042,73
2081387,73
