9429737,44
4579534,89
7319494,98
9822278,96
8001599,91
7000568,66
6595531,88
1422182,90
9799097,63
6073117,84
9079485,33
1741859,92
5818211,84
9645096,88
7674584,65
3216143,91
6906639,32
9997127,53
3419455,90
4106953,85
3602690,81
4614278,91
8232174,86
5095014,95
1686900,41
9176513,34
4188541,40
8773398,89
8829533,99
7308626,37
4837551,99
6173037,50
4075857,35
9167433,59
3455468,57
7789374,90
2501550,74
6112284,42
3072292,41
8375979,85
1873991,80
3519252,57
4383312,64
9725724,52
7421764,86
7832185,84
7826902,61
4579557,43
6841134,51
7969807,69
3494283,56
5147992,77
8852845,40
1247650,86
5412309,88
4942763,79
7224808,79
2227790,79
6916496,53
8531688,58
9033198,73
5928364,67
5443533,91
2021336,56
7065865,60
4632993,76
7863300,94
7101373,76
5879291,40
6985033,84
9958802,82
3237713,49
6393505,54
9355247,33
4918662,38
4014863,63
9634448,89
1006924,94
3642684,92
1369437,35
1971525,63
4786750,38
3646327,92
6512942,52
1353013,51
8576281,52
6312140,77
9366794,91
9048012,39
7276585,35
2965899,80
1010468,64
2738765,86
2805665,34
9226346,99
6428710,35
3341612,87
6302787,94
1173272,64
3258083,55
2970827,48
7494315,91
7418093,71
4132765,69
2566890,31
7786700,59
2982716,68
6548983,98
5682462,73
9657477,39
2068853,46
3759259,68
4625141,76
7754156,52
7293795,81
3383037,66
8721021,54
3234550,65
6270367,70
9855368,91
1280806,79
2152238,77
6760074,93
6265594,60
8875804,63
7511659,100
4455319,45
5611726,35
2799295,34
8060051,74
7847752,79
7725404,97
2543854,39
7576770,51
2376789,39
9751463,60
4215399,62
8974673,64
5876850,95
2265568,61
8800787,49
7295238,64
2793677,75
8749228,92
2463776,35
2386235,43
1268959,70
8818315,40
8535983,64
6865665,35
2327680,54
8706122,89
4168910,56
8954355,66
9774432,84
1070726,87
7605841,56
6128306,91
8663147,83
9026381,49
2889180,85
9406782,57
1168778,31
2163210,39
8047309,84
5865745,56
6245004,88
1978267,100
9071342,64
7225915,44
6627297,35
9034335,82
1384426,65
9485856,70
3194798,92
6032810,75
2703172,59
4944740,42
9407998,75
9158824,99
6606136,84
3852972,41
7255200,98
7382920,92
8064338,71
9845216,55
8720188,65
1410261,48
3948433,37
4856773,67
4919001,43
5360520,55
5534965,59
4604507,40
4047290,52
7985723,87
5954361,43
3606042,75
2081387,48
2343828,37
5025824,67
5047076,95
9706600,48
8208710,38
1739226,80
7761957,92
7670828,42
8074252,47
2842402,76
9397899,94
7910702,64
8088265,33
2191733,31
8401212,75
9604262,57
3762686,73
7225649,86
3105842,91
9557138,69
5274360,76
5116676,43
3867901,90
9528214,72
4106518,97
1280517,63
1221914,96
9547702,75
2826656,41
5176829,91
9488673,50
9695320,68
1656574,100
2101309,39
7656331,62
7853482,95
6737489,35
6617068,48
9973817,68
7577002,85
8449926,77
4440108,60
6872708,34
4070517,88
7225034,37
3637875,49
5707056,75
4871000,70
8392549,83
7276983,71
7500097,75
2958455,80
1273215,53
6381350,82
3453686,87
8516611,89
6598489,44
7980807,73
9944319,47
3265258,48
8297814,84
2228981,86
6299890,64
1645545,70
5152194,47
6598983,60
6720189,84
1060836,48
6038382,64
2392645,83
5574481,41
4605492,69
4871176,33
7166161,44
3415686,34
4528697,72
4999344,70
4671356,73
9182784,32
1752408,80
9283255,68
8366378,86
2820782,40
2699281,85
6966773,94
9306930,37
8157886,44
7413459,51
3714484,42
7112489,41
8099653,36
2219000,68
2053233,52
4747513,78
4737481,82
3825494,56
5381486,49
9144817,56
5766549,46
8564261,81
4412640,82
4649476,30
7680548,32
8291273,96
8093606,71
5760622,34
1164190,86
1212900,73
1886484,35
2439327,49
7318381,83
6151480,89
1215312,95
3581918,100
5016717,44
5851781,37
7861009,67
7123823,71
5933179,37
4986656,59
8743733,31
7646725,100
8414945,81
9252132,40
6248626,75
3843676,75
4950372,33
7343148,69
3513481,100
4419529,35
3159420,73
7777807,38
5897563,77
5860872,87
4636715,37
4453055,80
9612880,57
7691649,53
7063242,46
1969754,83
4924504,51
5697464,85
4582887,60
4054825,45
7187024,87
9207706,49
6541517,68
5899273,38
1600458,96
4941027,65
2786008,81
1141082,80
6100817,44
8950657,49
